月,研究者名,分野,希望予算,希望職位,アクセス数,マッチング数
2016-11,研究者66,ロボティクス,300,特任研究員,449,8
2016-11,研究者32,AI,200,特任研究員,269,1
2016-11,研究者49,エネルギー,100,講師,344,0
2016-11,研究者52,AI,200,准教授,332,18
2016-11,研究者39,エネルギー,500,助教,252,3
2016-11,研究者47,AI,1000,講師,242,11
2016-11,研究者66,AI,100,特任研究員,278,19
2016-12,研究者27,ロボティクス,100,特任研究員,106,20
2016-12,研究者41,ロボティクス,700,特任研究員,332,11
2016-12,研究者79,AI,300,講師,385,1
2016-12,研究者57,ロボティクス,100,助教,420,14
2016-12,研究者1,AI,100,教授,384,8
2016-12,研究者58,AI,200,助教,99,14
2016-12,研究者6,エネルギー,700,准教授,36,10
2016-12,研究者8,環境科学,300,准教授,337,20
2016-12,研究者38,エネルギー,200,准教授,416,10
2016-12,研究者71,材料工学,700,助教,69,16
2016-12,研究者83,ロボティクス,100,助教,153,3
2016-12,研究者66,ロボティクス,1000,助教,18,1
2016-12,研究者25,AI,1000,教授,285,7
2016-12,研究者17,エネルギー,300,助教,421,16
2016-12,研究者54,バイオ,1000,准教授,293,0
2016-12,研究者79,環境科学,700,准教授,80,16
2016-12,研究者22,エネルギー,700,助教,65,14
2016-12,研究者23,ロボティクス,300,特任研究員,429,10
2016-12,研究者41,ロボティクス,500,准教授,450,8
2016-12,研究者67,材料工学,200,助教,369,20
2016-12,研究者96,AI,300,教授,123,1
2017-01,研究者88,環境科学,1000,特任研究員,136,8
2017-01,研究者20,材料工学,300,特任研究員,246,16
2017-01,研究者86,バイオ,100,講師,273,18
2017-01,研究者24,ロボティクス,1000,講師,276,2
2017-01,研究者58,ロボティクス,300,講師,61,17
2017-01,研究者7,ロボティクス,100,特任研究員,323,18
2017-01,研究者13,ロボティクス,1000,講師,289,10
2017-01,研究者81,環境科学,500,准教授,344,9
2017-01,研究者5,バイオ,300,准教授,23,3
2017-01,研究者2,環境科学,500,助教,188,7
2017-01,研究者29,ロボティクス,100,講師,428,7
2017-01,研究者7,環境科学,100,特任研究員,189,15
2017-01,研究者45,材料工学,1000,准教授,119,9
2017-01,研究者68,エネルギー,300,特任研究員,187,8
2017-01,研究者47,バイオ,700,講師,79,6
2017-01,研究者79,環境科学,300,助教,27,10
2017-02,研究者47,エネルギー,500,助教,159,3
2017-02,研究者96,AI,200,講師,101,19
2017-02,研究者78,材料工学,500,講師,44,7
2017-02,研究者55,AI,100,講師,128,16
2017-02,研究者23,AI,700,特任研究員,316,11
2017-02,研究者63,材料工学,100,助教,159,2
2017-02,研究者97,環境科学,700,講師,40,13
2017-02,研究者52,バイオ,100,助教,218,2
2017-02,研究者2,材料工学,500,講師,389,4
2017-02,研究者35,エネルギー,500,教授,399,11
2017-02,研究者34,環境科学,300,助教,261,14
2017-02,研究者90,材料工学,500,助教,214,1
2017-02,研究者26,エネルギー,100,特任研究員,214,15
2017-02,研究者90,環境科学,200,助教,147,9
2017-02,研究者60,環境科学,100,准教授,86,8
2017-02,研究者33,環境科学,200,准教授,141,9
2017-02,研究者36,バイオ,1000,助教,424,8
2017-02,研究者79,バイオ,100,准教授,144,8
2017-02,研究者51,環境科学,100,助教,179,13
2017-02,研究者34,AI,1000,助教,488,8
2017-02,研究者56,AI,500,講師,234,19
2017-03,研究者46,ロボティクス,500,講師,334,0
2017-03,研究者32,エネルギー,500,助教,179,3
2017-03,研究者1,環境科学,500,教授,24,19
2017-03,研究者63,環境科学,200,特任研究員,244,5
2017-03,研究者54,エネルギー,200,特任研究員,358,5
2017-03,研究者27,材料工学,1000,助教,484,12
2017-03,研究者34,環境科学,100,特任研究員,428,6
2017-03,研究者74,バイオ,300,特任研究員,122,6
2017-03,研究者99,材料工学,100,講師,303,2
2017-03,研究者40,エネルギー,500,特任研究員,473,18
2017-03,研究者20,バイオ,700,助教,241,3
2017-03,研究者56,環境科学,700,教授,370,19
2017-03,研究者72,材料工学,1000,准教授,417,17
2017-03,研究者41,エネルギー,100,准教授,487,7
2017-03,研究者29,バイオ,300,特任研究員,27,10
2017-03,研究者13,材料工学,100,特任研究員,295,6
2017-04,研究者14,材料工学,300,特任研究員,283,17
2017-04,研究者89,エネルギー,1000,助教,479,1
2017-04,研究者75,エネルギー,1000,講師,428,9
2017-04,研究者9,材料工学,200,特任研究員,452,20
2017-04,研究者16,バイオ,100,講師,183,16
2017-04,研究者53,ロボティクス,700,教授,157,9
2017-04,研究者49,AI,1000,講師,256,11
2017-04,研究者92,バイオ,1000,助教,376,16
2017-04,研究者14,ロボティクス,300,教授,68,11
2017-04,研究者93,バイオ,700,准教授,440,4
2017-04,研究者22,AI,700,教授,470,14
2017-04,研究者55,AI,200,特任研究員,117,19
2017-04,研究者73,AI,200,助教,174,4
2017-04,研究者66,バイオ,500,准教授,347,7
2017-05,研究者45,環境科学,1000,准教授,365,5
2017-05,研究者86,バイオ,300,特任研究員,29,1
2017-05,研究者83,環境科学,1000,教授,68,11
2017-05,研究者26,バイオ,200,講師,371,5
2017-05,研究者27,バイオ,100,講師,439,1
2017-05,研究者52,ロボティクス,200,准教授,388,17
2017-05,研究者22,材料工学,200,講師,462,14
2017-05,研究者47,環境科学,300,教授,135,3
2017-05,研究者28,ロボティクス,500,助教,196,18
2017-05,研究者92,バイオ,700,講師,61,14
2017-05,研究者19,材料工学,300,講師,273,6
2017-05,研究者18,環境科学,200,特任研究員,277,1
2017-05,研究者58,ロボティクス,500,助教,109,3
2017-05,研究者36,AI,300,講師,35,18
2017-05,研究者46,材料工学,300,准教授,179,17
2017-05,研究者29,環境科学,100,准教授,112,7
2017-05,研究者14,AI,1000,教授,476,6
2017-05,研究者42,環境科学,200,助教,309,18
2017-05,研究者12,バイオ,300,講師,85,1
2017-05,研究者8,エネルギー,700,准教授,170,15
2017-05,研究者25,バイオ,200,助教,405,7
2017-05,研究者85,エネルギー,200,助教,182,13
2017-05,研究者22,環境科学,200,教授,164,15
2017-05,研究者3,エネルギー,1000,特任研究員,185,13
2017-05,研究者35,ロボティクス,500,講師,408,16
2017-05,研究者4,環境科学,100,助教,314,1
2017-06,研究者91,バイオ,300,准教授,281,18
2017-06,研究者31,材料工学,500,准教授,202,5
2017-06,研究者52,エネルギー,200,特任研究員,53,6
2017-06,研究者89,AI,700,助教,183,13
2017-06,研究者26,バイオ,500,特任研究員,445,19
2017-06,研究者95,ロボティクス,100,特任研究員,163,9
2017-06,研究者13,材料工学,300,講師,232,8
2017-06,研究者85,ロボティクス,300,助教,81,2
2017-06,研究者96,エネルギー,1000,特任研究員,160,19
2017-06,研究者26,材料工学,1000,特任研究員,121,14
2017-06,研究者37,エネルギー,300,講師,433,1
2017-06,研究者81,材料工学,500,教授,239,15
2017-06,研究者58,環境科学,500,講師,426,15
2017-06,研究者47,エネルギー,700,特任研究員,397,7
2017-06,研究者75,バイオ,700,教授,483,4
2017-06,研究者86,材料工学,100,准教授,21,3
2017-06,研究者80,バイオ,200,助教,480,6
2017-06,研究者34,エネルギー,1000,助教,177,15
2017-06,研究者6,エネルギー,500,准教授,404,6
2017-07,研究者99,AI,1000,教授,11,8
2017-07,研究者60,材料工学,1000,講師,20,7
2017-07,研究者45,ロボティクス,1000,特任研究員,208,15
2017-07,研究者11,エネルギー,100,教授,408,10
2017-07,研究者73,バイオ,1000,講師,202,15
2017-07,研究者73,材料工学,300,特任研究員,227,0
2017-07,研究者99,AI,700,准教授,102,1
2017-07,研究者57,バイオ,1000,助教,388,10
2017-07,研究者51,ロボティクス,200,准教授,161,7
2017-07,研究者55,環境科学,700,助教,48,7
2017-07,研究者62,環境科学,700,特任研究員,308,15
2017-07,研究者77,エネルギー,500,教授,426,14
2017-07,研究者79,ロボティクス,700,特任研究員,176,6
2017-07,研究者10,ロボティクス,200,助教,462,11
2017-07,研究者12,材料工学,300,教授,289,19
2017-07,研究者40,ロボティクス,1000,助教,475,15
2017-07,研究者4,ロボティクス,200,特任研究員,145,17
2017-07,研究者31,エネルギー,500,特任研究員,20,5
2017-07,研究者49,AI,1000,特任研究員,346,14
2017-07,研究者61,ロボティクス,300,講師,316,15
2017-07,研究者6,材料工学,300,講師,230,20
2017-07,研究者77,エネルギー,500,准教授,493,6
2017-07,研究者68,バイオ,1000,講師,442,14
2017-07,研究者1,材料工学,200,教授,455,13
2017-07,研究者32,ロボティクス,700,教授,61,0
2017-07,研究者31,ロボティクス,500,准教授,487,15
2017-07,研究者34,環境科学,700,教授,70,1
2017-07,研究者86,バイオ,500,助教,495,19
2017-07,研究者70,エネルギー,700,特任研究員,85,7
2017-08,研究者89,ロボティクス,1000,特任研究員,294,11
2017-08,研究者100,材料工学,700,准教授,19,2
2017-08,研究者1,AI,700,准教授,323,7
2017-08,研究者37,エネルギー,1000,特任研究員,42,0
2017-08,研究者41,AI,200,特任研究員,415,13
2017-08,研究者60,環境科学,700,教授,350,13
2017-08,研究者24,環境科学,300,特任研究員,176,15
2017-08,研究者52,ロボティクス,1000,助教,438,5
2017-08,研究者36,ロボティクス,200,特任研究員,417,8
2017-08,研究者26,バイオ,500,講師,187,6
2017-08,研究者25,ロボティクス,200,助教,203,6
2017-08,研究者28,環境科学,100,教授,113,15
2017-08,研究者49,バイオ,300,助教,276,1
2017-08,研究者47,材料工学,100,准教授,300,9
2017-08,研究者16,環境科学,200,准教授,127,12
2017-08,研究者76,ロボティクス,500,助教,282,0
2017-08,研究者92,エネルギー,100,助教,131,9
2017-08,研究者97,環境科学,300,助教,377,16
2017-08,研究者76,AI,500,助教,332,8
2017-08,研究者35,バイオ,100,特任研究員,180,12
2017-08,研究者46,エネルギー,700,特任研究員,307,6
2017-09,研究者2,ロボティクス,200,講師,468,20
2017-09,研究者84,エネルギー,700,講師,173,14
2017-09,研究者16,ロボティクス,300,准教授,320,16
2017-09,研究者84,エネルギー,100,特任研究員,147,20
2017-09,研究者73,AI,500,助教,277,7
2017-09,研究者15,ロボティクス,1000,特任研究員,118,20
2017-09,研究者7,ロボティクス,200,特任研究員,154,6
2017-09,研究者39,材料工学,300,講師,242,13
2017-09,研究者70,AI,100,助教,332,2
2017-09,研究者23,AI,1000,教授,396,18
2017-09,研究者28,環境科学,500,特任研究員,483,13
2017-09,研究者99,AI,500,助教,277,0
2017-09,研究者13,バイオ,100,特任研究員,86,4
2017-09,研究者24,ロボティクス,300,准教授,106,20
2017-09,研究者6,エネルギー,200,助教,224,8
2017-09,研究者95,材料工学,300,教授,107,20
2017-10,研究者96,環境科学,500,教授,133,13
2017-10,研究者17,材料工学,1000,特任研究員,87,18
2017-10,研究者78,AI,700,准教授,90,2
2017-10,研究者12,エネルギー,200,助教,100,5
2017-10,研究者35,環境科学,500,教授,298,12
2017-10,研究者30,ロボティクス,700,教授,14,10
2017-10,研究者67,材料工学,100,准教授,380,20
2017-10,研究者84,材料工学,500,准教授,112,15
2017-10,研究者75,バイオ,1000,教授,376,16
2017-10,研究者1,材料工学,700,特任研究員,156,18
2017-10,研究者74,エネルギー,300,助教,230,4
2017-10,研究者22,バイオ,500,教授,293,4
2017-10,研究者6,エネルギー,700,准教授,166,1
2017-10,研究者58,AI,200,准教授,69,8
2017-10,研究者73,ロボティクス,700,教授,150,12
2017-10,研究者35,環境科学,200,講師,405,12
2017-10,研究者79,材料工学,300,准教授,374,12
2017-10,研究者48,環境科学,700,助教,272,12
2017-10,研究者27,バイオ,500,教授,277,1
2017-10,研究者40,材料工学,100,講師,31,12
2017-10,研究者34,エネルギー,500,准教授,58,13
2017-10,研究者94,バイオ,500,助教,223,9
2017-10,研究者11,ロボティクス,100,准教授,290,9
2017-10,研究者61,環境科学,200,准教授,237,7
2017-10,研究者5,環境科学,700,教授,302,1
2017-11,研究者59,バイオ,200,助教,181,14
2017-11,研究者33,AI,1000,教授,50,2
2017-11,研究者48,エネルギー,1000,助教,316,7
2017-11,研究者17,ロボティクス,300,准教授,99,0
2017-11,研究者91,ロボティクス,100,准教授,90,12
2017-11,研究者45,環境科学,200,助教,490,0
2017-11,研究者76,環境科学,1000,教授,328,12
2017-11,研究者22,エネルギー,200,講師,396,4
2017-11,研究者38,材料工学,300,特任研究員,376,7
2017-11,研究者67,エネルギー,700,教授,116,4
2017-11,研究者95,バイオ,700,教授,315,0
2017-11,研究者25,バイオ,300,准教授,202,10
2017-11,研究者76,ロボティクス,300,助教,187,18
2017-11,研究者36,ロボティクス,500,助教,64,7
2017-11,研究者32,バイオ,100,特任研究員,317,14
2017-11,研究者42,エネルギー,100,准教授,80,7
2017-11,研究者90,ロボティクス,200,助教,193,1
2017-11,研究者92,エネルギー,100,助教,172,2
2017-11,研究者64,材料工学,200,教授,109,11
2017-11,研究者85,AI,200,特任研究員,355,10
2017-11,研究者50,AI,100,助教,393,5
2017-11,研究者88,AI,1000,教授,221,3
2017-11,研究者64,エネルギー,700,准教授,359,12
2017-11,研究者61,AI,300,教授,130,3
2017-11,研究者56,AI,200,教授,446,14
2017-11,研究者79,環境科学,1000,助教,391,3
2017-11,研究者85,材料工学,100,准教授,27,5
2017-11,研究者81,ロボティクス,1000,講師,36,0
2017-11,研究者9,環境科学,300,助教,18,14
2017-12,研究者34,環境科学,500,准教授,278,9
2017-12,研究者47,環境科学,500,教授,342,13
2017-12,研究者20,バイオ,700,助教,203,17
2017-12,研究者48,環境科学,700,講師,480,15
2017-12,研究者83,バイオ,1000,助教,425,1
2017-12,研究者93,材料工学,700,特任研究員,140,13
2017-12,研究者27,材料工学,200,助教,164,8
2017-12,研究者78,材料工学,1000,准教授,426,13
2017-12,研究者69,ロボティクス,1000,助教,41,7
2017-12,研究者58,AI,300,准教授,495,11
2017-12,研究者56,環境科学,300,講師,466,17
2017-12,研究者37,材料工学,700,准教授,453,2
2017-12,研究者39,エネルギー,700,講師,160,14
2017-12,研究者17,エネルギー,1000,准教授,32,14
2017-12,研究者78,AI,300,特任研究員,110,19
2017-12,研究者94,AI,200,講師,83,3
2017-12,研究者61,ロボティクス,200,講師,127,6
2018-01,研究者66,エネルギー,500,教授,423,4
2018-01,研究者50,ロボティクス,500,講師,128,14
2018-01,研究者84,AI,200,教授,347,2
2018-01,研究者4,バイオ,100,准教授,25,12
2018-01,研究者3,ロボティクス,100,助教,179,2
2018-01,研究者99,ロボティクス,700,准教授,307,8
2018-01,研究者86,エネルギー,300,准教授,200,9
2018-01,研究者62,ロボティクス,200,特任研究員,185,13
2018-01,研究者70,ロボティクス,300,特任研究員,142,9
2018-01,研究者73,ロボティクス,100,准教授,20,13
2018-01,研究者6,エネルギー,100,助教,326,2
2018-01,研究者95,AI,200,講師,77,20
2018-01,研究者3,エネルギー,200,講師,74,15
2018-01,研究者33,環境科学,100,助教,208,20
2018-01,研究者50,バイオ,100,講師,378,0
2018-01,研究者74,エネルギー,500,特任研究員,29,11
2018-01,研究者24,バイオ,500,講師,333,11
2018-01,研究者6,エネルギー,300,講師,37,15
2018-01,研究者11,ロボティクス,300,教授,413,8
2018-01,研究者43,AI,700,特任研究員,175,5
2018-01,研究者59,AI,300,講師,323,0
2018-01,研究者37,エネルギー,500,講師,258,19
2018-01,研究者97,ロボティクス,1000,特任研究員,154,1
2018-01,研究者55,環境科学,300,特任研究員,451,18
2018-01,研究者25,AI,500,教授,67,12
2018-01,研究者83,バイオ,1000,講師,474,8
2018-01,研究者44,エネルギー,300,特任研究員,358,2
2018-01,研究者75,ロボティクス,1000,講師,472,3
2018-01,研究者56,AI,300,助教,328,15
